uniqueid,기준분기,상권구분,상권지역,서비스업종,분기매출,분기당매출건수,주중매출금액,주말매출금액
YH666,4분기,발달상권,상계백병원,시계및귀금속,1848873,40,1049361,799512
YH667,4분기,발달상권,양재화물트럭터미널앞,가구,3398147262,494,3077352442,320794820
YH668,4분기,발달상권,등나무근린공원,시계및귀금속,135126350,691,57635592,77490758
YH669,4분기,발달상권,"강남구청(청담역_8번, 강남세무서)",가구,6418354277,1082,2732171981,3686182296
YH670,4분기,발달상권,강남역,시계및귀금속,440775904,3064,313770131,127005773
YH671,4분기,발달상권,상봉역,가구,78205678,146,7904322,70301356
YH672,4분기,골목상권,신월3동주민센터,가전제품,142094175,826,108063691,34030484
YH673,4분기,발달상권,구로전화국,가전제품,193960914,908,124737575,69223339
YH674,4분기,발달상권,서울대입구역,시계및귀금속,364487898,692,298244435,66243463
YH675,4분기,발달상권,장지역(가든파이브),가구,2558195609,3031,809403026,1748792583
YH676,4분기,발달상권,목동사거리,시계및귀금속,32755386,144,28256020,4499366
YH677,4분기,발달상권,미아사거리역,시계및귀금속,68619819,810,44314180,24305639
YH678,4분기,발달상권,명동역(명동재미로),가전제품,69589038,8141,69589038,0
YH679,4분기,발달상권,도곡1동,가전제품,28000000,28,11254902,16745098
YH680,4분기,발달상권,충무로역,부동산중개업,721402516,64882,624350512,97052004
YH681,4분기,발달상권,석촌역(석촌호수),가구,485689716,437,417967663,67722053
YH682,4분기,발달상권,미아사거리,가전제품,159102380,466,130221795,28880585
YH683,4분기,발달상권,공릉역,가전제품,1216599614,2517,488308311,728291303
YH684,4분기,발달상권,성신여대,시계및귀금속,138871761,1080,63501965,75369796
YH685,4분기,발달상권,본서부병원,시계및귀금속,7549581,66,7130894,418687
YH686,4분기,발달상권,압구정로데오역(압구정로데오),시계및귀금속,2439234499,4416,1495043483,944191016
YH687,4분기,발달상권,이태원(이태원역),시계및귀금속,521836923,838,293158991,228677932
YH688,4분기,발달상권,"이화여대(이대역, 이대)",가구,53868186,528,53868186,0
YH689,4분기,발달상권,종로구청,시계및귀금속,2924792597,1934,2924792597,0
YH690,4분기,발달상권,청량리역(청량리),시계및귀금속,33767682,79,33300536,467146
YH691,4분기,발달상권,약수역,시계및귀금속,78961179,567,39534187,39426992
YH692,4분기,발달상권,용산전자상가(용산역),가구,5760853,56,4645849,1115004
YH693,4분기,발달상권,을지로3가역,가구,1215387441,7856,1184324762,31062679
YH694,4분기,발달상권,마포역,시계및귀금속,13321133,453,12969254,351879
YH695,4분기,발달상권,목동사거리,가구,297837967,581,177778840,120059127
YH696,4분기,발달상권,둔촌역,가구,205082828,296,112448022,92634806
YH697,4분기,발달상권,코엑스,시계및귀금속,9242980,15,9242980,0
YH698,4분기,발달상권,포이사거리(삼호물산),시계및귀금속,12950790,116,12868161,82629
YH699,4분기,발달상권,논현역 5번,가구,2076000000,859,1384000000,692000000
YH700,4분기,발달상권,신용산역(용산역),시계및귀금속,25801628,148,23307092,2494536
YH701,4분기,발달상권,신논현역,시계및귀금속,3264586781,2756,3264586781,0
YH702,4분기,발달상권,여의도역(여의도),시계및귀금속,434139006,1768,378017880,56121126
YH703,4분기,발달상권,신도림역,시계및귀금속,570340780,2636,485262720,85078060
YH704,4분기,발달상권,"총신대입구역(이수, 총신대)",시계및귀금속,308969977,814,266405785,42564192
YH705,4분기,전통시장,방산종합시장(방산시장),가구,1386000000,34689,1174039764,211960236
YH706,4분기,전통시장,창동역상점가,시계및귀금속,269866666,520,179590243,90276423
YH707,4분기,발달상권,"총신대입구역(이수, 총신대)",가구,117408053,200,117408053,0
YH708,4분기,발달상권,삼성역,시계및귀금속,1454118483,1472,1069251981,384866502
YH709,4분기,발달상권,구로전화국,가구,74642447,1241,33160635,41481812
YH710,4분기,발달상권,강동구청역,가전제품,4172767465,1830,2283129366,1889638099
YH711,4분기,발달상권,강남구청역,가구,1319653510,976,965970173,353683337
YH712,4분기,발달상권,방배동가구거리(사당동가구거리),가구,2148107868,3120,1353458423,794649445
YH713,4분기,발달상권,성수대교남단,시계및귀금속,498000000,1978,498000000,0
YH714,4분기,전통시장,대명여울빛거리시장(대명시장),시계및귀금속,21000000,169,19002507,1997493
YH715,4분기,전통시장,황학동주방가구거리상점가,가구,3511838549,8712,2813264267,698574282
YH716,4분기,전통시장,독산동 우시장,시계및귀금속,1690141,8,1690141,0
YH717,4분기,전통시장,정릉시장,시계및귀금속,29516932,369,5567803,23949129
YH718,4분기,전통시장,백학시장,가전제품,47261243,676,32462269,14798974
YH719,4분기,전통시장,연희사러가,가전제품,73933558,3191,50505391,23428167
YH720,4분기,전통시장,연희사러가,시계및귀금속,3876338,133,1282768,2593570
YH721,4분기,전통시장,전곡시장,가구,44874140,107,41327387,3546753
YH722,4분기,전통시장,신월3동 골목시장,가전제품,38381308,284,2806222,35575086
YH723,4분기,전통시장,황학동주방가구거리상점가,가전제품,226680388,725,225643399,1036989
YH724,4분기,전통시장,광장시장(광장전통시장),시계및귀금속,403055867,879,335450766,67605101
YH725,4분기,전통시장,행당시장상점가,가구,6453129,50,6453129,0
YH726,4분기,전통시장,"이화여대 3,5,7길 상점가",시계및귀금속,74235854,4773,46863939,27371915
YH727,4분기,전통시장,금남시장,시계및귀금속,172330756,377,118661698,53669058
YH728,4분기,전통시장,목2동시장,시계및귀금속,44212295,163,20159777,24052518
YH729,4분기,전통시장,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",시계및귀금속,3040896,211,3040896,0
YH730,4분기,전통시장,충신시장,시계및귀금속,69000000,54,65376636,3623364
YH731,4분기,전통시장,세종마을음식문화거리(금천교시장),시계및귀금속,3205882,235,3205882,0
YH732,4분기,전통시장,숭례문수입상가(남대문시장),가전제품,209679789,1814,171499511,38180278
YH733,4분기,전통시장,신노량진시장(기능상실),시계및귀금속,48510370,137,27875840,20634530
YH734,4분기,전통시장,영동전통시장,가구,49700450,45,49700450,0
YH735,4분기,전통시장,남구로시장,시계및귀금속,48853985,220,34816754,14037231
YH736,4분기,전통시장,봉천현대시장,시계및귀금속,38065744,138,32888803,5176941
YH737,4분기,전통시장,신림중앙시장(조원동 펭귄시장),시계및귀금속,31114901,54,18312388,12802513
YH738,4분기,전통시장,남성역골목시장,가구,50317516,50,50317516,0
YH739,4분기,전통시장,서서울 골목형상점가,가전제품,42194162,213,41407019,787143
YH740,4분기,전통시장,신원시장,시계및귀금속,1239519,6,1239519,0
YH741,4분기,전통시장,성대전통시장(성대시장),시계및귀금속,12656446,70,4990427,7666019
YH742,4분기,전통시장,석촌시장,가구,2525367,24,2124515,400852
YH743,4분기,전통시장,삼성동 시장(삼성동시장),시계및귀금속,5099718,46,5099718,0
YH744,4분기,관광특구,동대문패션타운 관광특구,시계및귀금속,749082488,3642,530283060,218799428
YH745,4분기,관광특구,잠실 관광특구,가구,16133358,46,16133358,0
YH746,4분기,골목상권,신림현대아파트,가구,47129165,238,47129165,0
YH747,4분기,골목상권,길상사,가구,7865247,8,2078991,5786256
YH748,4분기,골목상권,우장산역 4번,시계및귀금속,56499062,434,54726079,1772983
YH749,4분기,골목상권,가산초등학교(세일중학교),가구,682088226,1275,450239615,231848611
YH750,4분기,골목상권,상계2동주민센터,가전제품,499706737,1161,395833857,103872880
YH751,4분기,골목상권,쌍문2동우체국,가전제품,28490566,113,28490566,0
YH752,4분기,골목상권,수락산디자인거리,가구,111194006,256,50465300,60728706
YH753,4분기,골목상권,선정중학교,가구,2099694,28,325815,1773879
YH754,4분기,골목상권,장스여성병원,시계및귀금속,6900787,140,3198188,3702599
YH755,4분기,골목상권,망우본동주민센터,가구,32766785,11,32766785,0
YH756,4분기,골목상권,보문역 5번,시계및귀금속,6219544,70,4899747,1319797
YH757,4분기,골목상권,아차산역 5번,가구,1857619608,1621,755435833,1102183775
YH758,4분기,골목상권,면목5동주민센터,시계및귀금속,992751,20,992751,0
YH759,4분기,골목상권,상월곡역 1번,시계및귀금속,2127925,15,2127925,0
YH760,4분기,골목상권,이태원엔틱가구거리,가구,204036435,297,144312705,59723730
YH761,4분기,골목상권,서울역 15번,가구,14347377,102,13201517,1145860
YH762,4분기,골목상권,충정로역 7번,가구,51681504,164,12960050,38721454
YH763,4분기,골목상권,공항시장역 1번,가구,44571571,210,31970184,12601387
YH764,4분기,골목상권,오산중학교,시계및귀금속,5442126,33,5367889,74237
YH765,4분기,골목상권,발산역 5번,가구,12541283430,16563,5332392708,7208890722
YH766,4분기,골목상권,황학동벼룩시장,가전제품,168613047,680,130079747,38533300
YH767,4분기,골목상권,길동주민센터(강동도서관),시계및귀금속,77311390,156,77311390,0
YH768,4분기,골목상권,신월1파출소,시계및귀금속,4701493,15,4701493,0
YH769,4분기,골목상권,신월중학교,시계및귀금속,60203825,590,54611171,5592654
YH770,4분기,골목상권,신방화역 2번,시계및귀금속,136947800,353,92832580,44115220
YH771,4분기,골목상권,강서고등학교,시계및귀금속,19150369,59,19150369,0
YH772,4분기,골목상권,신당역 3번,가구,431989435,836,214684667,217304768
YH773,4분기,골목상권,망리단길,가전제품,566258104,487,279420056,286838048
YH774,4분기,골목상권,아현역 2번,가전제품,10680306,619,6802033,3878273
YH775,4분기,골목상권,구반포역,가전제품,21263059,374,19904397,1358662
YH776,4분기,골목상권,대림역 5번,시계및귀금속,3810599,70,3428533,382066
YH777,4분기,골목상권,삼전역 1번,가구,83766956,247,83766956,0
YH778,4분기,골목상권,은천초등학교(은천교앞),시계및귀금속,52554279,2153,52554279,0
YH779,4분기,골목상권,삼성산자연공원(서울금천초등학교),시계및귀금속,12479973,74,9180246,3299727
YH780,4분기,골목상권,방배초등학교,가구,81355025,81,81355025,0
YH781,4분기,골목상권,시흥4동주민센터(서울신흥초등학교),시계및귀금속,17107600,89,9697394,7410206
YH782,4분기,골목상권,구로4동주민센터,가구,118000000,33,118000000,0
YH783,4분기,골목상권,논현초등학교,가전제품,25696000,91,25696000,0
YH784,4분기,골목상권,노량진초등학교,가구,26234996,126,8112830,18122166
YH785,4분기,골목상권,서초중학교,시계및귀금속,15522127,244,15522127,0
YH786,4분기,골목상권,오류2동버들시장,가구,26442125,112,26442125,0
YH787,4분기,발달상권,한강성심병원,부동산중개업,160963026,11795,160963026,0
YH788,4분기,발달상권,등나무근린공원,가구,2081184290,2779,1192142592,889041698
YH789,4분기,발달상권,둔촌역,시계및귀금속,36122326,308,26559036,9563290
YH790,4분기,발달상권,공덕역(공덕오거리),부동산중개업,14062296,26,14062296,0
YH791,4분기,발달상권,노원역,가구,78304543,275,38022878,40281665
YH792,4분기,발달상권,청담사거리(청담동명품거리),가구,15235681466,3011,11133976861,4101704605
YH793,4분기,발달상권,까치산역,시계및귀금속,36898650,162,30728307,6170343
YH794,4분기,발달상권,양재역,시계및귀금속,116428794,1037,101947461,14481333
YH795,4분기,발달상권,학동역,가구,11554317705,13044,8388256705,3166061000
YH796,4분기,발달상권,명동역(명동재미로),시계및귀금속,2060862324,885,2060862324,0
YH797,4분기,발달상권,오금역,시계및귀금속,11280995,103,9685600,1595395
YH798,4분기,발달상권,도곡1동,가구,309792415,274,259424665,50367750
YH799,4분기,발달상권,연신내역,시계및귀금속,86558514,631,54262920,32295594
YH800,4분기,발달상권,목동역 8번출구,시계및귀금속,474976390,1288,316253971,158722419
YH801,4분기,발달상권,영등포역(영등포),가전제품,424547780,1565,222328424,202219356
YH802,4분기,발달상권,"강남구청(청담역_8번, 강남세무서)",가전제품,73833282,778,73833282,0
YH803,4분기,발달상권,동묘앞역(동묘),가전제품,69445872,342,60671123,8774749
YH804,4분기,발달상권,북촌(안국역),시계및귀금속,679183916,538,448038695,231145221
YH805,4분기,발달상권,구삼강변맛길,가구,45000000,161,29290263,15709737
YH806,4분기,발달상권,명일역,가구,6274880,42,3086387,3188493
YH807,4분기,발달상권,명동(명동거리),가전제품,41954471,22,10409756,31544715
YH808,4분기,발달상권,발산역(마곡),가구,3653741,37,3653741,0
YH809,4분기,발달상권,논현역,가구,9606986808,4392,6952596495,2654390313
YH810,4분기,발달상권,영등포구청역,부동산중개업,58793087,235,58793087,0
YH811,4분기,발달상권,고속터미널(고속터미널역),시계및귀금속,22003713893,40792,18566762421,3436951472
YH812,4분기,발달상권,개나리아파트,가구,290233314,308,192632730,97600584
YH813,4분기,발달상권,가산디지털단지,가전제품,1226789528,5628,403159315,823630213
YH814,4분기,전통시장,유진상가,시계및귀금속,28526470,246,27813185,713285
YH815,4분기,전통시장,"수유전통시장(수유시장, 수유골목시장)",가전제품,301453788,3046,247831914,53621874
YH816,4분기,전통시장,"수유전통시장(수유시장, 수유골목시장)",시계및귀금속,117306891,232,69720438,47586453
YH817,4분기,전통시장,우이골목시장(우이시장),가구,7220081,64,1789047,5431034
YH818,4분기,발달상권,강남구청역,시계및귀금속,112632677,370,45737081,66895596
YH819,4분기,발달상권,신림역(신림),가구,125197645,391,63576929,61620716
YH820,4분기,발달상권,르네상스호텔사거리,시계및귀금속,22756098,464,15682928,7073170
YH821,4분기,발달상권,송파사거리(송파역),가구,19233444,238,19233444,0
YH822,4분기,발달상권,대치사거리,부동산중개업,195000000,25980,152358826,42641174
YH823,4분기,전통시장,화양제일골목시장,시계및귀금속,33155683,19,33146048,9635
YH824,4분기,전통시장,이태원시장,시계및귀금속,2565805,38,2565805,0
YH825,4분기,전통시장,제일시장,가구,948175191,1336,556152410,392022781
YH826,4분기,전통시장,수유프라자,시계및귀금속,106624291,374,29461975,77162316
YH827,4분기,전통시장,방신전통시장,시계및귀금속,50502809,50,37760133,12742676
YH828,4분기,전통시장,"황학시장(서울중앙시장, 신중앙시장)",시계및귀금속,173618989,480,19549940,154069049
YH829,4분기,전통시장,청량리전통시장,시계및귀금속,69022423,128,57926801,11095622
YH830,4분기,전통시장,"황학시장(서울중앙시장, 신중앙시장)",가구,80397913,708,59650064,20747849
YH831,4분기,전통시장,길동복조리시장,시계및귀금속,56855390,293,55887457,967933
YH832,4분기,전통시장,망원월드컵시장,가구,54643462,164,27628716,27014746
YH833,4분기,전통시장,답십리 건축자재시장,가구,2490253454,61745,2490253454,0
YH834,4분기,전통시장,"평화시장(통일상가, 동화상가)",시계및귀금속,596549155,3322,377749727,218799428
YH835,4분기,전통시장,망원시장,시계및귀금속,11277845,66,11251483,26362
YH836,4분기,전통시장,강남터미널지하도상점가2구역,가구,169658638,2856,84674040,84984598
YH837,4분기,전통시장,영림시장,가구,4802568,80,4802568,0
YH838,4분기,전통시장,남대문시장(자유상가),가구,17579569,91,17579569,0
YH839,4분기,전통시장,사당시장,가전제품,1717168478,877,1215172326,501996152
YH840,4분기,관광특구,이태원 관광특구,가구,172776863,135,135321351,37455512
YH841,4분기,골목상권,신원동주민센터,시계및귀금속,66637494,257,33345366,33292128
YH842,4분기,골목상권,방배초등학교,시계및귀금속,2251838,134,2098528,153310
YH843,4분기,골목상권,영신여고,시계및귀금속,8395588,95,259415,8136173
YH844,4분기,골목상권,가산동우체국,시계및귀금속,66913871,83,58450287,8463584
YH845,4분기,골목상권,공릉역 2번,시계및귀금속,5891684,56,5791613,100071
YH846,4분기,골목상권,창덕궁,시계및귀금속,1965000000,3753,678448866,1286551134
YH847,4분기,골목상권,관악해태어린이공원,부동산중개업,870000000,7847,823557190,46442810
YH848,4분기,골목상권,영신초등학교,가구,309301360,765,187322410,121978950
YH849,4분기,골목상권,시흥동 은행나무사거리,시계및귀금속,12083938,80,12083938,0
YH850,4분기,골목상권,방학역 1번,가구,10785124,96,3115703,7669421
YH851,4분기,골목상권,중곡3동주민센터,가구,107387614,454,63211113,44176501
YH852,4분기,골목상권,성신여대운정그린캠퍼스,가구,967532591,2553,563314022,404218569
YH853,4분기,골목상권,호림박물관(성보고등학교),시계및귀금속,3934024,24,3934024,0
YH854,4분기,골목상권,문성초등학교,가전제품,387564122,3951,281134303,106429819
YH855,4분기,골목상권,상계초등학교,시계및귀금속,1927422,72,1653353,274069
YH856,4분기,골목상권,홍은종합사회복지관,시계및귀금속,70326326,218,31887888,38438438
YH857,4분기,골목상권,먹골역 5번,가전제품,3578169,169,3578169,0
YH858,4분기,골목상권,광산사거리,시계및귀금속,52871749,423,52871749,0
